Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP_Category,Item_Weight_Category
FDE11,17.7,Regular,0.135646297,Starchy Foods,186.0924,OUT018,2009,Medium,Tier 3,Supermarket Type2,3516.7556,Trung bình,Trung bình
FDH47,13.5,reg,0.129077455,Starchy Foods,95.2068,OUT045,2002,,Tier 2,Supermarket Type1,583.2408,Rẻ,Trung bình
FDD21,10.3,Regular,0.030616757,Fruits and Vegetables,112.7176,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528,Trung bình,Trung bình
FDF59,12.5,Low Fat,0.071354774,Starchy Foods,125.702,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.04,Trung bình,Trung bình
FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,142.6786,OUT013,1987,High,Tier 3,Supermarket Type1,2311.6576,Trung bình,Nhẹ
NCS53,14.5,Low Fat,0.089703476,Health and Hygiene,158.3604,OUT013,1987,High,Tier 3,Supermarket Type1,1109.2228,Trung bình,Trung bình
NCH42,6.86,Low Fat,0.061155983,Household,228.401,OUT010,1998,,Tier 3,Grocery Store,229.701,Đắt,Nhẹ
FDE10,6.67,Regular,0.09031453,Snack Foods,130.5626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1180.4634,Trung bình,Nhẹ
NCH43,8.42,Low Fat,0.070510189,Household,214.4192,OUT013,1987,High,Tier 3,Supermarket Type1,1725.7536,Đắt,Nhẹ
FDX49,4.615,Regular,0.101812521,Canned,232.23,OUT035,2004,Small,Tier 2,Supermarket Type1,5126.66,Đắt,Nhẹ
FDG24,,Low Fat,0.014560297,Baking Goods,81.425,OUT027,1985,Medium,Tier 3,Supermarket Type3,1331.6,Rẻ,
FDJ56,8.985,LF,0.183688161,Fruits and Vegetables,100.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,998.7,Trung bình,Nhẹ
FDF34,9.3,Regular,0.02346559,Snack Foods,197.6084,OUT010,1998,,Tier 3,Grocery Store,595.2252,Trung bình,Nhẹ
FDB46,10.5,Regular,0.093909644,Snack Foods,213.7244,OUT049,1999,Medium,Tier 1,Supermarket Type1,4022.7636,Đắt,Trung bình
FDG45,8.1,Low Fat,0.0,Fruits and Vegetables,211.8902,OUT018,2009,Medium,Tier 3,Supermarket Type2,3823.0236,Đắt,Nhẹ
FDS44,12.65,Regular,0.156286566,Fruits and Vegetables,238.9538,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.0146,Đắt,Trung bình
FDA32,14.0,Low Fat,0.030140981,Fruits and Vegetables,216.0192,OUT049,1999,Medium,Tier 1,Supermarket Type1,2588.6304,Đắt,Trung bình
NCA18,10.1,Low Fat,0.056077574,Household,117.8492,OUT046,1997,Small,Tier 1,Supermarket Type1,1621.8888,Trung bình,Trung bình
FDX02,16.0,Low Fat,0.057049301,Dairy,225.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,1350.2424,Đắt,Trung bình
NCW54,7.5,Low Fat,0.096333029,Household,57.8588,OUT013,1987,High,Tier 3,Supermarket Type1,1145.176,Rẻ,Nhẹ
FDW51,6.155,Regular,0.094659871,Meat,214.556,OUT046,1997,Small,Tier 1,Supermarket Type1,2769.728,Đắt,Nhẹ
DRE48,,Low Fat,0.01724183,Soft Drinks,197.0768,OUT027,1985,Medium,Tier 3,Supermarket Type3,8868.456,Trung bình,
FDX01,10.1,Low Fat,0.024159767,Canned,114.715,OUT035,2004,Small,Tier 2,Supermarket Type1,815.605,Trung bình,Trung bình
FDJ07,7.26,Low Fat,0.02414202,Meat,117.415,OUT010,1998,,Tier 3,Grocery Store,466.06,Trung bình,Nhẹ
FDQ09,7.235,Low Fat,0.058121214,Snack Foods,115.8834,OUT035,2004,Small,Tier 2,Supermarket Type1,1382.2008,Trung bình,Nhẹ
FDT19,7.59,Regular,0.14526636,Fruits and Vegetables,172.908,OUT049,1999,Medium,Tier 1,Supermarket Type1,6231.888,Trung bình,Nhẹ
NCK30,14.85,Low Fat,0.061226969,Household,253.0698,OUT018,2009,Medium,Tier 3,Supermarket Type2,2283.0282,Đắt,Trung bình
FDV28,16.1,Regular,0.267352587,Frozen Foods,34.9558,OUT010,1998,,Tier 3,Grocery Store,67.9116,Rẻ,Trung bình
FDC16,11.5,Regular,0.0,Dairy,88.254,OUT046,1997,Small,Tier 1,Supermarket Type1,1298.31,Rẻ,Trung bình
FDV48,9.195,Regular,0.051827123,Baking Goods,77.4644,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.1592,Rẻ,Nhẹ
FDI38,13.35,Regular,0.014649641,Canned,207.3638,OUT049,1999,Medium,Tier 1,Supermarket Type1,5797.7864,Đắt,Trung bình
FDZ12,9.17,Low Fat,0.102893121,Baking Goods,141.947,OUT013,1987,High,Tier 3,Supermarket Type1,4008.116,Trung bình,Nhẹ
FDJ34,,Regular,0.093202196,Snack Foods,125.5704,OUT027,1985,Medium,Tier 3,Supermarket Type3,1001.3632,Trung bình,
FDT37,14.15,Low Fat,0.0,Canned,253.7014,OUT045,2002,,Tier 2,Supermarket Type1,5865.0322,Đắt,Trung bình
DRH03,17.25,low fat,0.035207155,Dairy,93.512,OUT018,2009,Medium,Tier 3,Supermarket Type2,1491.392,Rẻ,Trung bình
DRL49,13.15,Low Fat,0.05674821,Soft Drinks,144.3812,OUT017,2007,,Tier 2,Supermarket Type1,284.9624,Trung bình,Trung bình
FDS58,9.285,Regular,0.021002641,Snack Foods,161.1578,OUT035,2004,Small,Tier 2,Supermarket Type1,4011.445,Trung bình,Nhẹ
FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,2002,,Tier 2,Supermarket Type1,1754.383,Trung bình,Nhẹ
FDQ28,14.0,Regular,0.060768862,Frozen Foods,154.8656,OUT017,2007,,Tier 2,Supermarket Type1,1390.1904,Trung bình,Trung bình
FDP31,21.1,Regular,0.162418495,Fruits and Vegetables,64.9168,OUT017,2007,,Tier 2,Supermarket Type1,639.168,Rẻ,Nặng
DRG23,8.88,Low Fat,0.0,Hard Drinks,154.0682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2896.8958,Trung bình,Nhẹ
DRG36,14.15,Low Fat,0.095298849,Soft Drinks,171.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3935.5438,Trung bình,Trung bình
DRI59,,Low Fat,0.040636926,Hard Drinks,224.6088,OUT027,1985,Medium,Tier 3,Supermarket Type3,4474.176,Đắt,
FDA13,15.85,Low Fat,0.07867708,Canned,37.8506,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554,Rẻ,Trung bình
FDS04,10.195,Regular,0.245483691,Frozen Foods,141.8838,OUT010,1998,,Tier 3,Grocery Store,280.9676,Trung bình,Trung bình
FDD36,,Low Fat,0.021170542,Baking Goods,117.6124,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.7356,Trung bình,
DRH11,5.98,Low Fat,0.075495088,Hard Drinks,55.3614,OUT013,1987,High,Tier 3,Supermarket Type1,497.3526,Rẻ,Nhẹ
FDO57,20.75,Low Fat,0.108689606,Snack Foods,159.3578,OUT035,2004,Small,Tier 2,Supermarket Type1,4492.8184,Trung bình,Nặng
FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484,Rẻ,Nhẹ
NCE43,12.5,low fat,0.103442268,Household,170.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,4942.8992,Trung bình,Trung bình
NCP18,12.15,Low Fat,0.028760013,Household,151.4708,OUT017,2007,,Tier 2,Supermarket Type1,4815.0656,Trung bình,Trung bình
FDG46,8.63,Regular,0.032976399,Snack Foods,114.6518,OUT045,2002,,Tier 2,Supermarket Type1,2846.295,Trung bình,Nhẹ
FDO48,15.0,Regular,0.0268952,Baking Goods,220.3456,OUT045,2002,,Tier 2,Supermarket Type1,1989.4104,Đắt,Trung bình
DRG51,12.1,Low Fat,0.011563024,Dairy,164.9526,OUT045,2002,,Tier 2,Supermarket Type1,2302.3364,Trung bình,Trung bình
FDM02,12.5,Regular,0.074035423,Canned,87.9198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1133.8574,Rẻ,Trung bình
FDA04,11.3,Regular,0.067107448,Frozen Foods,258.1962,OUT017,2007,,Tier 2,Supermarket Type1,4402.9354,Đắt,Trung bình
FDQ31,5.785,Regular,0.0901292,Fruits and Vegetables,89.8856,OUT010,1998,,Tier 3,Grocery Store,175.7712,Rẻ,Nhẹ
FDR45,,Low Fat,0.0,Snack Foods,240.6222,OUT027,1985,Medium,Tier 3,Supermarket Type3,4302.3996,Đắt,
FDZ48,17.75,Low Fat,0.07626905,Baking Goods,113.1544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896,Trung bình,Trung bình
FDZ43,11.0,Regular,0.057047756,Fruits and Vegetables,240.4512,OUT035,2004,Small,Tier 2,Supermarket Type1,7028.1848,Đắt,Trung bình
NCZ30,6.59,Low Fat,0.026238087,Household,121.6098,OUT045,2002,,Tier 2,Supermarket Type1,2410.196,Trung bình,Nhẹ
FDU31,10.5,reg,0.02502991,Fruits and Vegetables,218.4508,OUT049,1999,Medium,Tier 1,Supermarket Type1,2821.6604,Đắt,Trung bình
NCY30,20.25,Low Fat,0.02593166,Household,182.5976,OUT013,1987,High,Tier 3,Supermarket Type1,3078.6592,Trung bình,Nặng
FDZ09,17.6,Low Fat,0.175545889,Snack Foods,163.6868,OUT010,1998,,Tier 3,Grocery Store,163.7868,Trung bình,Trung bình
FDS35,,LF,0.110681931,Breads,63.2826,OUT027,1985,Medium,Tier 3,Supermarket Type3,1033.3216,Rẻ,
FDC11,20.5,Low Fat,0.141674844,Starchy Foods,90.7172,OUT013,1987,High,Tier 3,Supermarket Type1,1605.9096,Rẻ,Nặng
FDZ44,,Low Fat,0.06780958,Fruits and Vegetables,118.1808,OUT019,1985,Small,Tier 1,Grocery Store,234.3616,Trung bình,
FDT09,,Regular,0.012203915,Snack Foods,133.2284,OUT027,1985,Medium,Tier 3,Supermarket Type3,4350.3372,Trung bình,
NCK07,10.65,Low Fat,0.048885018,Others,166.1526,OUT018,2009,Medium,Tier 3,Supermarket Type2,1973.4312,Trung bình,Trung bình
NCN06,8.39,Low Fat,0.20168772,Household,162.8868,OUT010,1998,,Tier 3,Grocery Store,327.5736,Trung bình,Nhẹ
FDO57,20.75,Low Fat,0.108930629,Snack Foods,160.9578,OUT045,2002,,Tier 2,Supermarket Type1,1444.1202,Trung bình,Nặng
FDO19,17.7,Regular,0.016596645,Fruits and Vegetables,48.3034,OUT046,1997,Small,Tier 1,Supermarket Type1,777.6544,Rẻ,Trung bình
FDX25,16.7,Low Fat,0.10203648,Canned,180.9292,OUT035,2004,Small,Tier 2,Supermarket Type1,2736.438,Trung bình,Trung bình
FDB14,20.25,Regular,0.102932246,Canned,93.212,OUT045,2002,,Tier 2,Supermarket Type1,1304.968,Rẻ,Nặng
FDQ15,20.35,Regular,0.151308326,Meat,81.7276,OUT049,1999,Medium,Tier 1,Supermarket Type1,2030.69,Rẻ,Nặng
FDV07,9.5,Low Fat,0.031346387,Fruits and Vegetables,110.7228,OUT045,2002,,Tier 2,Supermarket Type1,1657.842,Trung bình,Nhẹ
DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,,Tier 3,Grocery Store,467.3916,Đắt,Trung bình
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,OUT045,2002,,Tier 2,Supermarket Type1,2918.8672,Trung bình,Trung bình
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,Trung bình,Nhẹ
FDW02,4.805,Regular,0.037668051,Dairy,126.7704,OUT013,1987,High,Tier 3,Supermarket Type1,2628.5784,Trung bình,Nhẹ
FDL09,19.6,Regular,0.12829573,Snack Foods,167.2816,OUT045,2002,,Tier 2,Supermarket Type1,2013.3792,Trung bình,Trung bình
NCZ18,7.825,Low Fat,0.186067862,Household,255.4698,OUT046,1997,Small,Tier 1,Supermarket Type1,5073.396,Đắt,Nhẹ
FDI21,5.59,Regular,0.056833394,Snack Foods,61.9168,OUT018,2009,Medium,Tier 3,Supermarket Type2,1214.4192,Rẻ,Nhẹ
FDZ26,11.6,Regular,0.144832027,Dairy,239.8222,OUT017,2007,,Tier 2,Supermarket Type1,4063.3774,Đắt,Trung bình
NCY18,7.285,Low Fat,0.052141447,Household,174.9054,OUT010,1998,,Tier 3,Grocery Store,525.3162,Trung bình,Nhẹ
FDO19,17.7,Regular,0.027779381,Fruits and Vegetables,50.1034,OUT010,1998,,Tier 3,Grocery Store,97.2068,Rẻ,Trung bình
FDZ28,20.0,Regular,0.0,Frozen Foods,127.3678,OUT046,1997,Small,Tier 1,Supermarket Type1,1780.3492,Trung bình,Trung bình
FDD05,19.35,Low Fat,0.016597651,Frozen Foods,121.5098,OUT013,1987,High,Tier 3,Supermarket Type1,2892.2352,Trung bình,Trung bình
FDN34,,Regular,0.080127283,Snack Foods,168.7132,OUT019,1985,Small,Tier 1,Grocery Store,338.2264,Trung bình,
NCF07,9.0,Low Fat,0.03201648,Household,99.6016,OUT035,2004,Small,Tier 2,Supermarket Type1,1922.8304,Rẻ,Nhẹ
FDM36,,Regular,0.058446424,Baking Goods,172.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5518.1504,Trung bình,
FDR20,20.0,Regular,0.028238317,Fruits and Vegetables,46.3744,OUT018,2009,Medium,Tier 3,Supermarket Type2,181.0976,Rẻ,Trung bình
FDR59,14.5,Regular,0.063863551,Breads,262.3594,OUT046,1997,Small,Tier 1,Supermarket Type1,4448.2098,Đắt,Trung bình
NCE55,,Low Fat,0.12929931,Household,178.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,7939.665,Trung bình,
FDP25,15.2,Low Fat,0.021293909,Canned,218.4824,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.6768,Đắt,Trung bình
FDW28,18.25,LF,0.148673586,Frozen Foods,197.2452,OUT010,1998,,Tier 3,Grocery Store,195.7452,Trung bình,Trung bình
DRC36,13.0,Regular,0.045239326,Soft Drinks,174.1054,OUT017,2007,,Tier 2,Supermarket Type1,4377.635,Trung bình,Trung bình
FDQ11,5.695,Regular,0.067700925,Breads,256.5988,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.9904,Đắt,Nhẹ
FDJ02,17.2,Regular,0.025309134,Canned,147.0418,OUT017,2007,,Tier 2,Supermarket Type1,2354.2688,Trung bình,Trung bình
FDS60,20.85,Low Fat,0.032421521,Baking Goods,181.666,OUT013,1987,High,Tier 3,Supermarket Type1,1438.128,Trung bình,Nặng
FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298,Rẻ,Trung bình
NCO05,7.27,Low Fat,0.046749112,Health and Hygiene,100.4384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1970.768,Trung bình,Nhẹ
FDQ08,15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,857.5504,Rẻ,Trung bình
FDG09,20.6,Regular,0.04792722,Fruits and Vegetables,185.9556,OUT035,2004,Small,Tier 2,Supermarket Type1,4318.3788,Trung bình,Nặng
FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,OUT010,1998,,Tier 3,Grocery Store,88.5514,Rẻ,Nhẹ
NCF19,13.0,Low Fat,0.035079516,Household,47.9034,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408,Rẻ,Trung bình
FDC29,8.39,Regular,0.024201084,Frozen Foods,112.6176,OUT035,2004,Small,Tier 2,Supermarket Type1,2175.8344,Trung bình,Nhẹ
DRF23,4.61,Low Fat,0.205294827,Hard Drinks,172.8396,OUT010,1998,,Tier 3,Grocery Store,174.4396,Trung bình,Nhẹ
FDL15,17.85,Low Fat,0.046707264,Meat,152.6682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1829.6184,Trung bình,Trung bình
FDM12,16.7,Regular,0.069903773,Baking Goods,188.6214,OUT035,2004,Small,Tier 2,Supermarket Type1,565.2642,Trung bình,Trung bình
FDG34,11.5,Regular,0.037723476,Snack Foods,109.5254,OUT018,2009,Medium,Tier 3,Supermarket Type2,1953.4572,Trung bình,Trung bình
FDG10,6.63,Regular,0.010961483,Snack Foods,58.2588,OUT045,2002,,Tier 2,Supermarket Type1,343.5528,Rẻ,Nhẹ
FDG60,20.35,Low Fat,0.060649213,Baking Goods,232.7616,OUT013,1987,High,Tier 3,Supermarket Type1,2812.3392,Đắt,Nặng
FDI56,7.325,Low Fat,0.093913607,Fruits and Vegetables,93.2146,OUT017,2007,,Tier 2,Supermarket Type1,1733.0774,Rẻ,Nhẹ
FDH53,20.5,Regular,0.019183756,Frozen Foods,83.7592,OUT013,1987,High,Tier 3,Supermarket Type1,1403.5064,Rẻ,Nặng
FDQ01,19.7,Regular,0.160951491,Canned,256.1014,OUT049,1999,Medium,Tier 1,Supermarket Type1,3060.0168,Đắt,Trung bình
FDG38,,Regular,0.052473797,Canned,83.6224,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.1184,Rẻ,
FDC50,15.85,Low Fat,0.136774734,Canned,94.4094,OUT045,2002,,Tier 2,Supermarket Type1,1428.141,Rẻ,Trung bình
FDR23,15.85,Low Fat,0.081719458,Breads,178.037,OUT013,1987,High,Tier 3,Supermarket Type1,2646.555,Trung bình,Trung bình
FDR51,9.035,Regular,0.173821519,Meat,151.4708,OUT045,2002,,Tier 2,Supermarket Type1,2407.5328,Trung bình,Nhẹ
FDX51,9.5,Regular,0.022058724,Meat,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,Trung bình,Nhẹ
FDF44,,Regular,0.059438787,Fruits and Vegetables,130.9968,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816,Trung bình,
FDE53,10.895,Low Fat,0.044991876,Frozen Foods,107.228,OUT010,1998,,Tier 3,Grocery Store,426.112,Trung bình,Trung bình
FDP22,14.65,Regular,0.099333217,Snack Foods,51.3666,OUT045,2002,,Tier 2,Supermarket Type1,1076.5986,Rẻ,Trung bình
DRN59,,Low Fat,0.063831013,Hard Drinks,46.206,OUT027,1985,Medium,Tier 3,Supermarket Type3,1304.968,Rẻ,
FDW16,,Regular,0.041273391,Frozen Foods,91.6804,OUT027,1985,Medium,Tier 3,Supermarket Type3,3858.9768,Rẻ,
NCP05,19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,OUT017,2007,,Tier 2,Supermarket Type1,2884.2456,Trung bình,Trung bình
FDJ14,10.3,Regular,0.050028809,Canned,80.096,OUT013,1987,High,Tier 3,Supermarket Type1,239.688,Rẻ,Trung bình
FDM21,20.2,LF,0.064464147,Snack Foods,255.7646,OUT049,1999,Medium,Tier 1,Supermarket Type1,5410.9566,Đắt,Nặng
FDX27,20.7,Regular,0.11411709,Dairy,92.7436,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.6104,Rẻ,Nặng
FDO36,19.7,Low Fat,0.078034976,Baking Goods,178.066,OUT049,1999,Medium,Tier 1,Supermarket Type1,3954.852,Trung bình,Trung bình
FDQ37,20.75,Low Fat,0.089243789,Breakfast,192.0478,OUT035,2004,Small,Tier 2,Supermarket Type1,4649.9472,Trung bình,Nặng
FDX31,20.35,Regular,0.014885998,Fruits and Vegetables,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,3271.7412,Đắt,Nặng
FDR01,5.405,Regular,0.053576661,Canned,200.5742,OUT013,1987,High,Tier 3,Supermarket Type1,2388.8904,Đắt,Nhẹ
FDE23,17.6,Regular,0.0,Starchy Foods,46.006,OUT046,1997,Small,Tier 1,Supermarket Type1,326.242,Rẻ,Trung bình
FDU25,12.35,Low Fat,0.026681262,Canned,56.4246,OUT046,1997,Small,Tier 1,Supermarket Type1,810.9444,Rẻ,Trung bình
NCZ17,12.15,LF,0.0,Health and Hygiene,39.1506,OUT017,2007,,Tier 2,Supermarket Type1,1480.0734,Rẻ,Trung bình
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,Rẻ,Trung bình
FDI26,5.94,Low Fat,0.035028853,Canned,179.8344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408,Trung bình,Nhẹ
DRA12,11.6,Low Fat,0.068535039,Soft Drinks,143.0154,OUT010,1998,,Tier 3,Grocery Store,283.6308,Trung bình,Trung bình
FDA16,6.695,Low Fat,0.033935576,Frozen Foods,221.9456,OUT035,2004,Small,Tier 2,Supermarket Type1,2210.456,Đắt,Nhẹ
FDS11,,Regular,0.097275777,Breads,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,Đắt,
FDI60,7.22,Regular,0.064141866,Baking Goods,61.251,OUT010,1998,,Tier 3,Grocery Store,126.502,Rẻ,Nhẹ
FDG50,7.405,Low Fat,0.015271793,Canned,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1550.6482,Rẻ,Nhẹ
FDZ44,8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,1874.8928,Trung bình,Nhẹ
DRJ47,18.25,Low Fat,0.044250304,Hard Drinks,174.708,OUT046,1997,Small,Tier 1,Supermarket Type1,2423.512,Trung bình,Trung bình
FDA02,,Regular,0.052040539,Dairy,143.1786,OUT019,1985,Small,Tier 1,Grocery Store,288.9572,Trung bình,
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,Trung bình,Nhẹ
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1957.452,Trung bình,Trung bình
NCP29,,LF,0.0,Health and Hygiene,64.2168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1278.336,Rẻ,
NCV30,20.2,Low Fat,0.065932087,Household,64.851,OUT046,1997,Small,Tier 1,Supermarket Type1,948.765,Rẻ,Nặng
NCE30,16.0,Low Fat,0.09911729,Household,210.7902,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.1942,Đắt,Trung bình
FDS12,9.1,Low Fat,0.174085625,Baking Goods,124.6362,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.8878,Trung bình,Nhẹ
NCF42,17.35,Low Fat,0.280164929,Household,177.5712,OUT010,1998,,Tier 3,Grocery Store,527.3136,Trung bình,Trung bình
NCS53,14.5,Low Fat,0.089761211,Health and Hygiene,159.4604,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,Trung bình,Trung bình
FDD38,16.75,Regular,0.008204465,Canned,99.8674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2342.9502,Rẻ,Trung bình
FDX49,4.615,Regular,0.102038294,Canned,231.93,OUT045,2002,,Tier 2,Supermarket Type1,2563.33,Đắt,Nhẹ
NCH30,17.1,Low Fat,0.112402118,Household,112.986,OUT010,1998,,Tier 3,Grocery Store,113.186,Trung bình,Trung bình
FDA08,11.85,Regular,0.050043472,Fruits and Vegetables,164.6526,OUT013,1987,High,Tier 3,Supermarket Type1,2137.8838,Trung bình,Trung bình
NCZ17,12.15,Low Fat,0.079431643,Health and Hygiene,38.6506,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626,Rẻ,Trung bình
FDX46,12.3,Regular,0.058116758,Snack Foods,57.5562,OUT046,1997,Small,Tier 1,Supermarket Type1,651.8182,Rẻ,Trung bình
FDT43,16.35,Low Fat,0.020547951,Fruits and Vegetables,51.2324,OUT046,1997,Small,Tier 1,Supermarket Type1,571.2564,Rẻ,Trung bình
FDG04,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.898,Trung bình,Trung bình
FDQ39,14.8,Low Fat,0.081372267,Meat,191.4846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.3536,Trung bình,Trung bình
FDV09,12.1,Low Fat,0.034427577,Snack Foods,146.6734,OUT010,1998,,Tier 3,Grocery Store,296.9468,Trung bình,Trung bình
FDF50,4.905,Low Fat,0.1175683,Canned,197.6768,OUT045,2002,,Tier 2,Supermarket Type1,2956.152,Trung bình,Nhẹ
FDE39,7.89,Low Fat,0.036127671,Dairy,117.4782,OUT035,2004,Small,Tier 2,Supermarket Type1,2026.0294,Trung bình,Nhẹ
FDK40,7.035,Low Fat,0.0,Frozen Foods,262.691,OUT013,1987,High,Tier 3,Supermarket Type1,6048.793,Đắt,Nhẹ
NCR06,12.5,Low Fat,0.006775667,Household,42.9112,OUT049,1999,Medium,Tier 1,Supermarket Type1,1022.6688,Rẻ,Trung bình
FDS59,14.8,Regular,0.073468631,Breads,110.857,OUT010,1998,,Tier 3,Grocery Store,329.571,Trung bình,Trung bình
DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,OUT013,1987,High,Tier 3,Supermarket Type1,826.9236,Rẻ,Nhẹ
FDN21,18.6,Low Fat,0.076855628,Snack Foods,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,483.3708,Trung bình,Trung bình
FDR51,9.035,Regular,0.17417636,Meat,148.9708,OUT018,2009,Medium,Tier 3,Supermarket Type2,2257.062,Trung bình,Nhẹ
FDT10,16.7,reg,0.061992874,Snack Foods,60.9562,OUT013,1987,High,Tier 3,Supermarket Type1,355.5372,Rẻ,Trung bình
FDC40,16.0,Regular,0.065051586,Dairy,76.1986,OUT035,2004,Small,Tier 2,Supermarket Type1,1090.5804,Rẻ,Trung bình
NCS17,18.6,Low Fat,0.080434451,Health and Hygiene,93.4436,OUT013,1987,High,Tier 3,Supermarket Type1,1701.7848,Rẻ,Trung bình
DRL49,13.15,Low Fat,0.056516756,Soft Drinks,143.4812,OUT049,1999,Medium,Tier 1,Supermarket Type1,854.8872,Trung bình,Trung bình
FDE26,9.3,Low Fat,0.089186275,Canned,145.3786,OUT045,2002,,Tier 2,Supermarket Type1,2745.0934,Trung bình,Nhẹ
NCA29,10.5,LF,0.045655118,Household,169.8106,OUT010,1998,,Tier 3,Grocery Store,171.1106,Trung bình,Trung bình
FDM24,6.135,Regular,0.079776075,Baking Goods,152.8366,OUT017,2007,,Tier 2,Supermarket Type1,1964.7758,Trung bình,Nhẹ
FDZ52,19.2,Low Fat,0.100230114,Frozen Foods,112.9886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1667.829,Trung bình,Trung bình
FDK60,16.5,Regular,0.094246644,Baking Goods,98.9068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,Rẻ,Trung bình
FDK28,5.695,Low Fat,0.065589906,Frozen Foods,258.2646,OUT046,1997,Small,Tier 1,Supermarket Type1,5410.9566,Đắt,Nhẹ
DRI49,14.15,Low Fat,0.183507295,Soft Drinks,82.4276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,Rẻ,Trung bình
FDQ21,21.25,low fat,0.019407069,Snack Foods,119.3756,OUT013,1987,High,Tier 3,Supermarket Type1,3271.7412,Trung bình,Nặng
NCI06,11.3,Low Fat,0.047791878,Household,180.766,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,Trung bình,Trung bình
NCV53,8.27,Low Fat,0.01889024,Health and Hygiene,238.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,3835.008,Đắt,Nhẹ
DRK49,14.15,Low Fat,0.035999599,Soft Drinks,41.5138,OUT049,1999,Medium,Tier 1,Supermarket Type1,162.4552,Rẻ,Trung bình
NCK07,10.65,Low Fat,0.048677482,Others,166.1526,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.789,Trung bình,Trung bình
